school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Gvg,Avgalc,Bum
0,0,18,0,0,0,3,3,2,2,0,0,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,7,16,15,17,15.5,1.0,16.5
0,0,17,1,1,1,3,2,4,4,0,0,1,2,0,0,1,1,0,1,1,1,0,4,3,3,2,3,2,4,9,10,10,9.5,2.5,17.0
0,0,19,0,1,0,2,1,2,2,0,2,1,3,1,0,0,1,1,1,1,1,1,4,3,4,1,3,3,4,11,12,11,11.5,2.0,17.0
0,0,17,0,1,1,2,2,3,3,0,1,1,2,1,0,1,0,0,1,1,1,1,3,3,1,1,2,4,0,9,8,0,8.5,1.5,11.0
0,0,18,0,1,0,2,3,3,4,2,0,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,4,11,10,10,10.5,1.5,14.0
0,0,18,0,1,0,3,2,4,2,3,0,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,7,13,13,14,13.0,2.5,21.5
0,0,17,0,1,0,4,3,1,4,1,0,1,3,0,0,1,1,1,1,1,1,1,4,4,3,1,3,4,0,13,15,15,14.0,2.0,10.0
1,0,18,0,1,0,3,3,2,2,2,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,9,9,9.5,1.0,8.0
1,0,17,1,1,0,4,4,0,2,3,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,4,12,13,13,12.5,1.5,15.0
1,0,17,0,0,1,3,2,2,4,1,0,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,2,12,12,11,12.0,1.5,11.0
1,0,18,0,0,0,1,1,3,2,2,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,18,16,16,17.0,1.0,7.0
1,0,18,1,0,1,1,4,3,4,2,0,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,13,13,13,13.0,2.5,11.0
1,0,18,0,1,0,3,3,2,2,3,0,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,0,11,11,10,11.0,2.0,10.0
1,0,17,0,0,0,4,4,3,3,2,0,1,2,0,0,1,1,1,1,1,1,1,2,3,4,1,1,1,0,16,15,15,15.5,1.0,8.0
1,0,17,1,1,0,1,2,4,2,2,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,12,11,12,11.5,1.5,8.0
1,0,17,1,1,0,1,1,4,2,1,0,3,1,1,0,1,1,0,1,1,1,1,5,2,1,1,2,1,0,7,6,0,6.5,1.5,11.0
1,0,18,0,1,0,2,3,3,2,2,1,2,1,0,0,1,1,0,1,1,1,1,5,2,3,1,2,4,0,11,10,10,10.5,1.5,9.0
1,0,18,1,1,0,4,4,4,0,3,1,3,2,0,0,1,1,0,0,1,1,1,3,2,2,4,2,5,10,14,12,11,13.0,3.0,26.0
1,0,19,0,0,0,3,2,2,2,0,2,2,2,2,0,0,0,1,1,1,0,1,3,2,2,1,1,3,4,7,7,9,7.0,1.0,17.0
1,0,17,0,1,0,2,2,4,3,0,0,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,13,11,11,12.0,1.0,20.0
1,0,17,1,1,0,1,2,4,4,2,0,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,14,6,5,5,5.5,2.0,34.0
1,0,18,1,0,0,4,4,4,4,1,0,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,19,18,19,18.5,1.0,8.0
1,0,18,1,1,0,1,1,4,4,0,0,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,2,8,8,10,8.0,1.5,11.0
1,0,20,0,1,0,4,2,1,4,2,2,2,3,2,0,1,1,0,0,1,1,1,5,4,3,1,1,3,4,15,14,15,14.5,1.0,18.0
1,0,18,1,0,0,4,4,0,2,2,0,1,2,0,0,0,1,1,1,1,1,0,5,4,3,3,4,2,4,8,9,10,8.5,3.5,20.0
1,0,18,0,1,0,3,3,4,4,0,0,1,2,0,0,0,1,0,1,1,1,1,4,1,3,1,2,1,0,15,15,15,15.0,1.5,7.0
1,0,17,1,1,0,3,1,3,4,1,0,1,2,0,0,1,1,1,0,1,1,0,4,5,4,2,3,1,17,10,10,10,10.0,2.5,38.5
1,0,18,1,1,0,2,2,3,4,3,0,2,3,0,0,0,1,0,1,1,0,0,5,3,3,1,3,4,2,10,9,10,9.5,2.0,12.0
1,0,18,1,1,0,4,4,0,3,1,0,3,1,0,0,1,1,1,1,1,1,1,4,4,3,2,2,5,7,6,5,6,5.5,2.0,22.5
1,0,19,1,1,0,2,3,2,4,2,0,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,0,7,5,0,6.0,1.5,11.0
1,0,18,0,0,0,3,1,0,2,2,0,1,2,0,0,1,1,0,1,1,1,0,4,3,4,1,1,1,0,7,9,8,8.0,1.0,8.0
1,0,18,0,1,0,1,1,4,4,2,0,2,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,5,0,6,5,0,5.5,1.0,8.0
