school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,Gvg,Avgalc,Bum
0,1,0.2000000000000001,0,1,0,0.5,0.75,0.3333333333333333,1.0,0.0,0,1,0,0,0,1,1,1,0.5,0.25,0.5,0.5,0.25,0.0,0.2666666666666666,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.5263157894736841,0.375,0.26277372262773724
1,1,0.4000000000000003,0,1,0,0.5,0.75,0.3333333333333333,0.5,0.0,0,0,0,1,1,1,1,0,0.75,0.75,0.5,0.0,0.0,0.5,0.2666666666666666,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.7368421052631577,0.0,0.26277372262773724
0,1,0.0,1,1,0,0.5,0.75,0.0,0.5,0.0,1,0,1,1,1,1,0,0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.0,0.0,0.14598540145985403
0,1,0.0,0,1,0,0.75,1.0,0.0,0.0,0.0,1,0,0,0,1,1,1,0,1.0,1.0,1.0,1.0,0.25,1.0,0.1333333333333333,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,0.1578947368421052,0.625,0.7518248175182484
0,1,0.2000000000000001,0,0,0,1.0,0.75,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1.0,0.75,1.0,0.0,0.0,0.5,0.4666666666666667,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.6842105263157894,0.0,0.4963503649635038
0,1,0.2000000000000001,1,1,1,1.0,1.0,0.3333333333333333,1.0,0.0,0,1,0,1,1,1,1,1,0.25,0.75,0.5,0.0,0.0,1.0,0.2666666666666666,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.5789473684210524,0.0,0.11678832116788321
0,1,0.8000000000000003,0,1,0,0.75,0.5,0.0,0.0,0.0,0,1,0,0,1,0,1,1,0.75,1.0,0.75,0.0,0.0,0.75,0.4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.26315789473684204,0.0,0.5036496350364965
1,1,0.6000000000000001,1,1,0,0.25,0.75,0.3333333333333333,0.5,0.0,0,1,1,0,1,1,0,0,0.5,0.5,0.75,0.5,0.75,0.5,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.1578947368421052,0.625,0.47445255474452563
0,1,0.6000000000000001,0,0,1,0.75,1.0,0.0,0.5,0.0,0,0,0,1,1,1,1,1,0.75,0.5,1.0,0.0,0.75,0.25,0.6,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.631578947368421,0.375,0.5912408759124088
0,1,0.2000000000000001,0,1,0,1.0,1.0,0.0,1.0,0.0,0,1,0,1,1,1,1,1,0.75,0.75,0.5,0.0,0.0,0.75,0.0,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.894736842105263,0.0,0.0
1,1,0.2000000000000001,1,0,0,1.0,0.25,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.75,0.0,0.25,0.5,0.0,0.25,0.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.3157894736842104,0.25,0.3284671532846716
1,1,0.6000000000000001,0,0,0,1.0,1.0,0.0,0.0,0.0,0,1,0,1,1,1,1,0,1.0,0.75,1.0,0.0,0.0,1.0,0.2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.9999999999999998,0.0,0.37956204379562053
0,1,0.2000000000000001,0,0,0,0.5,0.5,0.0,0.5,0.0,0,0,0,0,1,1,1,0,0.75,0.75,0.75,0.0,0.0,0.5,0.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.5263157894736841,0.0,0.14598540145985403
0,1,0.0,1,1,0,0.75,1.0,1.0,0.5,0.0,0,1,0,0,1,1,0,1,1.0,0.5,0.5,0.0,0.0,1.0,0.1333333333333333,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,0.42105263157894735,0.0,0.1678832116788321
1,1,0.4000000000000003,0,0,0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,1,1,1,0,0.75,0.75,0.5,0.0,0.25,1.0,0.0,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.7368421052631577,0.125,0.07299270072992703
0,1,0.4000000000000003,0,0,1,1.0,1.0,0.0,1.0,0.0,0,1,0,0,1,1,1,0,0.75,0.75,0.25,0.0,0.25,0.75,0.1333333333333333,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.631578947368421,0.125,0.13138686131386862
1,1,0.4000000000000003,0,1,0,0.25,0.25,0.6666666666666667,0.5,0.0,0,0,0,0,1,1,1,1,1.0,0.0,0.5,1.0,0.5,0.0,0.0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,0.26315789473684204,0.75,0.47445255474452563
0,1,0.4000000000000003,0,1,0,0.5,0.5,0.3333333333333333,0.0,0.0,0,0,0,0,1,0,1,0,0.75,0.75,0.75,0.5,0.5,0.75,0.5333333333333333,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.05263157894736836,0.5,0.8175182481751826
0,1,0.6000000000000001,0,1,0,0.5,0.25,0.0,0.5,0.0,0,0,0,1,1,1,1,0,1.0,0.25,0.75,0.0,0.25,0.75,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.894736842105263,0.125,0.20437956204379562
0,1,0.4000000000000003,0,1,0,0.75,0.75,0.0,0.0,0.0,0,1,0,0,1,1,1,0,0.75,0.75,0.5,0.0,0.5,1.0,0.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.7368421052631577,0.25,0.4379562043795622
0,1,0.4000000000000003,1,0,1,1.0,1.0,0.3333333333333333,0.5,0.0,0,1,0,0,1,1,1,0,0.5,0.5,0.5,0.5,0.5,0.75,0.0,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.4736842105263157,0.5,0.4014598540145986
0,1,0.2000000000000001,1,1,0,0.75,0.75,0.0,0.0,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.25,1.0,0.75,1.0,0.0,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,0.3157894736842104,0.875,0.7664233576642336
0,1,0.6000000000000001,0,1,0,1.0,1.0,0.0,1.0,0.0,0,0,0,1,1,1,1,0,0.75,0.5,0.5,0.5,0.25,0.5,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.631578947368421,0.375,0.18248175182481755
1,1,0.6000000000000001,1,0,0,0.75,0.5,0.6666666666666667,0.0,0.0,0,0,0,0,0,1,1,0,0.75,0.75,0.0,1.0,0.75,1.0,0.2666666666666666,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,0.3157894736842104,0.875,0.9197080291970805
0,1,0.0,0,0,0,1.0,0.75,0.0,1.0,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.5,0.0,0.0,0.75,0.0,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0.6842105263157894,0.0,0.0
0,1,0.2000000000000001,0,1,0,0.25,0.5,0.0,0.0,0.0,0,1,0,1,1,1,1,1,0.5,0.5,0.5,0.0,0.25,0.5,0.0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0.21052631578947367,0.125,0.3284671532846716
0,1,0.6000000000000001,0,1,0,1.0,0.5,0.0,0.5,0.0,0,1,0,1,1,1,1,1,1.0,0.75,1.0,0.0,0.5,1.0,0.2666666666666666,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.368421052631579,0.25,0.4087591240875913
0,1,0.2000000000000001,0,0,1,0.75,1.0,0.0,0.5,0.0,1,1,1,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.1333333333333333,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.4736842105263157,0.0,0.1678832116788321
0,1,0.4000000000000003,0,1,0,0.5,0.75,0.3333333333333333,0.0,0.0,0,0,0,0,1,1,1,0,1.0,0.25,0.25,0.0,0.0,0.25,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,0.3157894736842104,0.0,0.2773722627737226
0,1,0.6000000000000001,1,1,0,0.75,0.5,0.0,1.0,0.0,0,0,0,1,0,1,0,0,1.0,0.5,0.25,0.0,0.0,0.5,0.1333333333333333,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.3157894736842104,0.0,0.021897810218978103
