school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,m,0.40000000000000036,R,LE3,T,0.25,0.25,other,services,course,mother,1.0,0.5,0.0,no,no,no,yes,yes,no,no,yes,1.0,0.5,1.0,0.0,1.0,1.0,0.0,8
GP,m,0.20000000000000018,U,GT3,T,0.5,0.5,other,other,course,father,0.0,0.5,0.0,no,no,no,no,yes,no,yes,no,0.75,0.5,1.0,0.5,0.75,0.75,0.0,11
GP,f,0.20000000000000018,U,GT3,T,1.0,0.5,health,services,home,father,0.0,0.5,0.0,no,no,no,no,yes,yes,yes,yes,0.75,0.25,0.5,0.0,0.0,0.5,0.0,18
GP,f,0.20000000000000018,U,GT3,T,0.5,0.5,other,other,home,mother,0.0,0.5,0.0,no,yes,no,no,no,yes,yes,no,1.0,0.0,1.0,0.0,0.0,0.75,0.0,13
GP,f,0.20000000000000018,U,GT3,T,1.0,1.0,health,health,reputation,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.75,0.25,0.0,0.0,0.5,0.0,17
GP,m,0.20000000000000018,U,GT3,T,0.25,0.0,other,other,reputation,mother,0.3333333333333333,0.5,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.5,0.25,0.0,0.0,0.5,0.0,18
GP,m,0.40000000000000036,U,LE3,T,1.0,1.0,teacher,other,reputation,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.75,0.75,0.0,0.5,1.0,0.0,10
GP,f,0.20000000000000018,U,GT3,T,0.25,0.75,at_home,services,home,mother,0.0,0.5,0.0,no,no,no,yes,no,yes,yes,yes,0.75,0.5,1.0,0.0,0.0,0.5,0.0,13
GP,f,0.20000000000000018,U,LE3,T,0.75,0.75,other,other,reputation,mother,0.3333333333333333,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.75,1.0,0.0,0.0,0.75,0.0,15
GP,f,0.20000000000000018,U,GT3,T,0.5,0.5,services,other,reputation,mother,0.3333333333333333,0.5,0.0,no,no,no,yes,no,yes,yes,no,0.5,0.75,0.75,0.0,0.75,1.0,0.0,14
GP,m,0.40000000000000036,U,GT3,T,0.75,0.75,other,other,reputation,father,0.0,0.5,0.0,no,no,no,yes,no,yes,yes,no,0.75,0.5,0.75,0.0,0.75,0.75,0.26666666666666666,10
GP,m,0.20000000000000018,R,GT3,T,1.0,0.5,teacher,services,other,mother,0.0,0.0,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.5,0.5,1.0,0.75,0.5,0.5333333333333333,11
GP,m,0.40000000000000036,U,GT3,T,1.0,0.75,other,other,course,mother,0.0,0.5,0.0,no,yes,yes,yes,yes,yes,yes,yes,1.0,0.25,0.5,0.0,0.0,0.25,0.26666666666666666,13
GP,m,0.20000000000000018,U,GT3,T,1.0,0.75,teacher,other,home,mother,0.0,0.5,0.0,no,yes,yes,yes,yes,yes,yes,no,0.5,0.75,0.5,0.5,0.5,0.5,0.26666666666666666,11
GP,m,0.20000000000000018,U,GT3,T,0.75,0.75,services,other,home,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.75,0.25,0.5,0.0,0.25,0.5,0.0,13
GP,f,0.40000000000000036,U,GT3,T,0.5,1.0,services,services,reputation,father,0.0,0.5,0.0,no,yes,no,yes,yes,yes,no,no,1.0,0.75,0.25,0.5,0.5,1.0,0.0,17
GP,f,0.20000000000000018,U,GT3,T,0.75,0.5,other,other,reputation,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.0,0.25,0.25,0.0,0.25,0.0,0.5333333333333333,16
GP,m,0.40000000000000036,U,GT3,T,0.75,0.75,services,services,other,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.5,0.75,0.5,0.5,0.75,0.4,14
GP,m,0.20000000000000018,U,GT3,T,0.25,0.5,services,services,other,mother,0.0,0.0,0.0,no,yes,no,yes,yes,yes,yes,yes,0.5,0.5,0.5,0.0,0.25,0.5,0.0,11
GP,m,0.20000000000000018,U,LE3,T,0.5,0.25,other,other,course,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.75,0.25,0.5,0.0,0.25,1.0,0.0,16
GP,f,0.40000000000000036,U,GT3,A,0.75,0.75,health,other,reputation,mother,0.0,0.5,0.0,no,yes,no,no,no,yes,yes,yes,0.5,0.5,0.5,0.0,0.5,0.5,0.6666666666666666,14
GP,m,0.40000000000000036,R,GT3,T,0.25,0.5,at_home,other,home,mother,0.0,0.5,0.0,no,no,no,no,yes,yes,no,no,0.5,0.0,0.5,0.0,1.0,0.5,0.4,10
GP,f,0.20000000000000018,U,GT3,T,0.5,0.75,services,services,course,mother,0.0,0.5,0.0,no,no,no,no,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.0,0.25,0.4,13
GP,f,0.40000000000000036,U,GT3,T,0.25,0.25,at_home,services,course,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,no,1.0,0.5,0.5,0.0,0.0,0.5,0.0,12
GP,m,0.20000000000000018,R,GT3,T,0.75,0.75,services,services,reputation,mother,0.0,0.0,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.5,0.25,1.0,0.75,1.0,0.0,10
GP,m,0.20000000000000018,U,GT3,T,0.5,0.75,other,other,home,father,0.3333333333333333,0.0,0.0,no,no,no,no,yes,yes,yes,no,1.0,0.5,0.5,0.0,0.0,0.5,0.0,12
GP,f,0.40000000000000036,U,LE3,T,0.5,1.0,services,services,course,father,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.75,0.5,0.25,0.0,0.0,1.0,0.5333333333333333,16
GP,m,0.40000000000000036,U,GT3,T,1.0,1.0,services,teacher,home,mother,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,no,1.0,0.25,0.5,0.0,0.25,1.0,0.26666666666666666,14
GP,f,0.20000000000000018,U,LE3,T,1.0,1.0,teacher,teacher,reputation,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.75,1.0,0.25,0.0,0.25,0.5,0.0,11
GP,f,0.20000000000000018,U,GT3,T,1.0,0.75,health,other,home,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.5,1.0,0.0,1.0,0.25,0.13333333333333333,15
GP,f,0.20000000000000018,U,GT3,T,0.5,0.75,other,other,reputation,mother,0.0,0.5,0.0,yes,yes,no,yes,yes,yes,no,no,0.75,0.75,0.5,0.0,0.5,0.75,0.26666666666666666,12
GP,f,0.40000000000000036,U,GT3,T,0.25,0.25,other,other,course,mother,0.0,0.5,0.0,no,yes,no,no,no,yes,no,no,0.75,0.75,0.75,0.0,0.5,0.0,0.0,15
GP,f,0.20000000000000018,U,GT3,A,0.75,0.25,services,other,course,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.25,0.5,0.5,0.5,0.25,0.75,0.13333333333333333,12
GP,f,0.20000000000000018,U,GT3,T,1.0,0.75,teacher,other,other,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.0,0.5,0.25,0.0,0.0,0.0,0.26666666666666666,15
GP,f,0.20000000000000018,U,GT3,T,0.25,0.25,at_home,other,home,mother,0.3333333333333333,0.0,0.0,no,yes,no,no,yes,yes,no,no,0.75,0.5,0.25,0.0,0.75,1.0,0.13333333333333333,13
GP,f,0.40000000000000036,R,GT3,T,1.0,0.75,teacher,other,reputation,mother,0.3333333333333333,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.75,0.25,0.0,0.0,0.75,0.0,12
GP,f,0.20000000000000018,U,GT3,A,0.5,0.5,other,other,reputation,mother,0.0,0.5,0.0,yes,yes,no,no,yes,yes,yes,no,0.5,0.5,0.75,0.0,0.0,0.75,0.0,13
GP,m,0.6000000000000001,U,GT3,T,0.5,0.5,services,other,home,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.75,0.75,0.5,0.75,1.0,0.6666666666666666,11
GP,f,0.40000000000000036,R,LE3,T,1.0,1.0,services,other,other,mother,0.0,0.0,0.0,no,yes,no,no,yes,yes,no,no,1.0,0.25,0.0,0.0,0.25,0.5,0.4,11
GP,f,0.40000000000000036,U,LE3,T,0.75,0.5,other,other,reputation,mother,0.3333333333333333,0.5,0.0,no,no,no,no,yes,yes,yes,no,0.75,0.75,0.75,0.0,0.5,0.0,0.13333333333333333,15
GP,m,0.6000000000000001,U,LE3,T,0.75,0.75,services,health,home,father,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.5,0.25,0.75,0.5,0.75,0.75,0.6666666666666666,10
GP,f,0.40000000000000036,U,GT3,T,0.5,0.75,at_home,other,home,father,0.3333333333333333,0.0,0.0,no,yes,no,no,yes,yes,no,no,0.5,0.5,0.5,0.0,0.75,0.5,0.26666666666666666,13
GP,f,0.40000000000000036,U,GT3,T,0.5,0.5,at_home,at_home,course,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.0,0.75,0.0,13
GP,f,0.40000000000000036,R,GT3,T,0.5,0.25,at_home,services,reputation,mother,0.3333333333333333,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.25,1.0,0.0,0.25,1.0,0.0,11
GP,f,0.40000000000000036,U,GT3,T,0.25,0.25,at_home,other,reputation,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,no,yes,0.75,0.5,0.75,0.0,0.0,1.0,0.8,12
GP,f,0.20000000000000018,U,GT3,T,0.5,0.75,services,teacher,other,mother,0.0,0.5,0.0,yes,no,no,no,yes,yes,yes,no,0.25,0.5,0.0,0.0,0.0,0.5,0.0,14
GP,f,0.20000000000000018,U,GT3,T,1.0,1.0,teacher,services,home,mother,0.0,1.0,0.0,no,yes,no,yes,no,yes,yes,no,1.0,0.5,0.25,0.0,0.0,1.0,0.26666666666666666,16
GP,f,0.6000000000000001,R,GT3,T,0.75,0.25,other,other,reputation,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,0.5,0.5,0.0,0.0,0.75,0.26666666666666666,8
GP,f,0.40000000000000036,U,GT3,T,0.75,0.5,other,other,course,mother,0.0,0.5,0.0,no,no,no,yes,no,yes,yes,no,1.0,0.5,0.75,0.0,0.5,0.5,0.13333333333333333,17
GP,m,0.40000000000000036,U,LE3,T,0.5,0.75,services,services,reputation,father,0.0,0.5,0.0,no,yes,no,no,no,yes,yes,no,1.0,0.5,0.5,0.0,0.5,0.5,0.0,11
GP,f,0.40000000000000036,U,GT3,A,0.5,0.25,other,other,course,mother,0.3333333333333333,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,0.5,0.25,0.5,0.0,0.25,0.5,0.0,16
GP,f,0.40000000000000036,U,LE3,T,1.0,0.75,health,other,reputation,father,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.5,0.25,0.5,0.0,0.25,0.5,0.0,12
GP,m,0.40000000000000036,R,GT3,T,0.5,0.5,other,other,course,father,0.3333333333333333,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,1.0,0.25,0.0,0.0,0.0,0.0,13
GP,m,0.40000000000000036,U,GT3,T,1.0,1.0,teacher,teacher,reputation,mother,0.0,0.5,0.0,yes,yes,no,yes,yes,yes,yes,yes,0.75,1.0,1.0,0.0,0.5,0.25,0.0,13
GP,m,0.20000000000000018,U,GT3,T,1.0,1.0,health,other,reputation,father,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.25,0.75,0.5,0.75,0.0,0.0,14
GP,m,0.20000000000000018,U,LE3,T,0.25,0.25,other,other,home,mother,0.3333333333333333,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.5,0.75,0.25,0.0,0.0,1.0,0.13333333333333333,9
GP,m,0.20000000000000018,U,GT3,T,0.75,0.5,at_home,other,reputation,mother,0.3333333333333333,1.0,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,0.5,0.5,0.0,0.5,0.25,0.0,12
GP,f,0.20000000000000018,U,GT3,T,0.5,0.25,other,other,home,mother,0.0,0.0,0.0,no,no,no,no,yes,yes,yes,yes,0.75,1.0,0.25,0.0,0.0,1.0,0.26666666666666666,10
GP,f,0.20000000000000018,U,GT3,A,1.0,0.25,other,other,home,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,0.5,0.5,0.0,0.25,1.0,0.0,13
GP,m,0.40000000000000036,U,GT3,T,1.0,1.0,teacher,teacher,course,mother,0.0,0.0,0.0,no,yes,no,yes,no,yes,yes,no,0.75,0.25,0.0,0.0,0.25,1.0,0.4,9
GP,f,0.40000000000000036,U,GT3,T,0.75,0.5,other,other,course,father,0.0,0.5,0.0,no,no,no,yes,yes,yes,no,no,1.0,0.75,0.25,0.0,0.0,0.5,0.26666666666666666,15
GP,f,0.40000000000000036,U,LE3,T,0.25,0.25,at_home,at_home,course,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.5,0.25,0.0,0.25,0.75,0.6666666666666666,10
GP,f,0.20000000000000018,U,GT3,T,0.25,0.5,other,other,course,mother,0.0,0.0,0.0,no,no,no,no,yes,no,yes,no,1.0,0.5,1.0,0.0,0.25,1.0,0.26666666666666666,11
GP,f,0.40000000000000036,R,GT3,T,0.5,0.25,at_home,services,course,mother,0.6666666666666667,0.5,0.0,no,no,no,yes,yes,yes,no,no,0.25,0.0,0.0,0.0,0.0,0.5,0.13333333333333333,13
GP,f,0.40000000000000036,R,LE3,T,0.25,0.25,at_home,other,course,mother,0.3333333333333333,1.0,0.0,no,no,no,yes,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.5,1.0,0.26666666666666666,15
GP,f,0.40000000000000036,U,LE3,A,1.0,0.5,teacher,other,course,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,no,no,0.75,0.5,0.25,0.0,0.0,0.75,0.26666666666666666,14
GP,m,0.40000000000000036,U,LE3,T,1.0,0.75,health,other,course,mother,0.3333333333333333,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.25,1.0,1.0,0.0,0.75,1.0,0.5333333333333333,15
GP,m,0.40000000000000036,R,LE3,A,1.0,1.0,teacher,other,course,mother,0.3333333333333333,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.5,0.5,0.5,0.5,0.5,0.75,0.0,12
GP,m,0.20000000000000018,U,LE3,T,1.0,0.75,teacher,other,course,mother,0.0,0.0,0.0,no,no,no,yes,no,yes,yes,no,1.0,0.75,1.0,0.0,0.0,0.5,0.4666666666666667,15
GP,m,0.20000000000000018,U,GT3,T,1.0,1.0,services,services,course,mother,0.0,0.0,0.0,no,no,yes,yes,yes,yes,yes,no,1.0,0.5,0.25,0.0,0.25,1.0,0.26666666666666666,15
GP,f,0.40000000000000036,U,GT3,T,1.0,1.0,teacher,services,course,mother,0.0,0.5,0.0,no,yes,yes,no,yes,yes,yes,yes,1.0,0.5,0.0,0.0,0.75,1.0,0.13333333333333333,12
GP,m,0.40000000000000036,R,GT3,T,0.25,0.25,other,other,home,father,0.3333333333333333,1.0,0.0,no,no,no,no,no,yes,yes,yes,0.75,0.5,0.5,0.0,0.0,0.0,0.13333333333333333,15
GP,f,0.40000000000000036,U,GT3,T,0.75,0.75,services,other,home,mother,0.3333333333333333,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.25,0.25,0.5,0.5,1.0,0.6666666666666666,11
GP,f,0.40000000000000036,U,GT3,T,0.25,0.25,at_home,other,course,mother,0.0,0.5,0.0,yes,no,no,no,no,yes,no,yes,0.75,0.5,0.25,0.0,0.0,0.75,0.6666666666666666,10
GP,f,0.6000000000000001,U,GT3,T,0.5,0.25,other,other,course,other,0.3333333333333333,1.0,0.0,no,yes,no,no,no,yes,yes,yes,0.75,0.75,0.75,0.0,0.0,0.5,0.6666666666666666,11
GP,m,0.20000000000000018,U,GT3,T,0.5,0.25,other,other,course,mother,0.6666666666666667,0.0,0.0,no,no,no,no,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.0,0.75,0.4666666666666667,16
GP,f,0.40000000000000036,U,GT3,T,0.25,0.25,other,services,course,father,0.0,0.5,0.0,no,yes,no,no,yes,yes,no,no,0.75,0.5,0.75,0.0,0.25,1.0,0.26666666666666666,11
GP,m,0.40000000000000036,U,GT3,T,0.5,0.75,other,other,course,father,0.3333333333333333,0.0,0.0,no,no,no,no,yes,yes,yes,no,1.0,0.25,0.25,0.0,0.0,0.25,0.13333333333333333,13
GP,m,0.6000000000000001,R,LE3,T,0.75,0.75,other,services,course,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.5,0.5,0.0,0.5,1.0,0.5333333333333333,10
GP,m,0.20000000000000018,U,GT3,T,0.0,0.5,other,other,other,mother,0.0,0.0,0.0,no,no,no,no,no,yes,yes,no,0.75,0.5,0.25,0.5,0.75,1.0,0.0,11
GP,m,0.6000000000000001,U,GT3,T,0.75,0.5,services,other,course,mother,0.3333333333333333,0.0,0.0,no,no,no,no,yes,no,yes,no,0.75,0.75,1.0,0.5,0.75,1.0,0.5333333333333333,7
GP,m,0.20000000000000018,R,GT3,T,0.5,0.25,other,other,course,mother,0.3333333333333333,0.0,0.0,no,no,no,yes,no,yes,no,no,0.5,0.5,0.25,0.0,0.5,0.5,0.13333333333333333,12
GP,m,0.40000000000000036,R,GT3,T,0.5,0.25,other,other,course,mother,0.0,0.0,0.0,no,no,no,no,no,yes,yes,no,0.75,0.75,0.25,0.5,0.75,1.0,0.0,13
GP,f,0.6000000000000001,U,LE3,A,0.5,0.25,other,other,course,mother,0.0,0.5,0.0,no,yes,no,no,no,yes,yes,yes,0.75,0.5,0.75,0.0,0.5,1.0,0.13333333333333333,13
GP,f,0.8000000000000003,U,GT3,T,0.5,0.5,services,services,home,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.0,1.0,0.0,11
GP,f,0.40000000000000036,R,GT3,T,1.0,0.5,other,other,course,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.5,0.75,0.0,0.5,1.0,0.13333333333333333,14
GP,f,0.6000000000000001,U,LE3,T,0.25,0.25,other,at_home,home,mother,0.0,1.0,0.0,no,yes,no,no,no,yes,no,no,0.75,0.75,0.5,0.5,0.5,0.5,0.26666666666666666,14
GP,f,0.6000000000000001,R,GT3,T,0.5,0.5,other,other,home,mother,0.0,0.5,0.0,yes,no,no,no,yes,yes,no,no,0.5,0.25,0.5,0.0,0.0,1.0,0.26666666666666666,13
GP,m,0.8000000000000003,U,LE3,A,1.0,0.75,services,at_home,reputation,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,no,0.75,0.5,0.0,0.0,0.0,0.0,0.26666666666666666,14
GP,m,0.6000000000000001,U,GT3,T,0.5,0.25,other,other,home,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,no,1.0,0.25,0.75,0.0,0.25,0.75,0.13333333333333333,16
GP,m,0.40000000000000036,R,GT3,T,0.5,0.5,other,services,other,mother,0.3333333333333333,0.0,0.0,no,no,no,no,no,no,no,no,1.0,0.25,0.25,0.0,0.0,0.75,0.0,10
GP,f,1.0,R,GT3,T,0.5,0.25,other,other,course,other,0.3333333333333333,0.5,0.0,no,yes,yes,yes,yes,no,yes,yes,0.0,0.25,0.5,0.0,0.25,0.25,0.5333333333333333,12
GP,f,0.6000000000000001,U,GT3,T,1.0,0.75,services,other,home,father,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,yes,0.5,0.0,0.25,0.0,0.5,0.25,0.13333333333333333,15
GP,m,0.6000000000000001,U,GT3,T,1.0,0.75,teacher,other,course,mother,0.0,0.5,0.0,no,yes,no,no,no,yes,yes,no,0.75,0.5,0.25,0.0,0.0,0.5,0.13333333333333333,11
GP,m,0.6000000000000001,R,GT3,T,0.75,0.5,other,other,course,mother,0.0,1.0,0.0,no,no,no,yes,no,yes,no,no,1.0,0.5,0.25,0.0,0.0,0.5,0.13333333333333333,12
GP,f,0.40000000000000036,U,GT3,T,0.75,0.75,other,other,home,mother,0.0,1.0,0.0,no,no,no,yes,no,yes,no,no,0.5,0.25,0.5,0.0,0.0,0.75,0.13333333333333333,13
GP,f,0.6000000000000001,U,GT3,T,0.5,0.5,at_home,services,home,mother,0.0,1.0,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.5,0.5,0.0,0.0,0.5,0.0,13
GP,m,0.40000000000000036,U,GT3,T,0.5,0.5,other,other,home,father,0.3333333333333333,0.0,0.0,no,no,no,no,yes,no,yes,no,0.75,0.75,0.75,0.5,0.5,0.75,0.5333333333333333,9
GP,m,0.6000000000000001,R,LE3,A,0.75,1.0,other,other,reputation,mother,0.3333333333333333,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.75,0.25,1.0,1.0,0.75,0.0,0.4,16
GP,m,0.40000000000000036,U,GT3,T,0.75,0.25,services,other,other,mother,0.0,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,1.0,0.75,0.75,1.0,0.75,1.0,0.0,14
GP,f,0.6000000000000001,R,GT3,T,1.0,1.0,teacher,other,reputation,mother,0.3333333333333333,0.5,0.0,no,no,no,yes,yes,yes,yes,no,0.75,0.5,0.75,0.5,0.25,0.75,0.5333333333333333,12
GP,m,0.6000000000000001,U,GT3,T,1.0,0.5,health,other,reputation,father,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,yes,1.0,0.75,1.0,0.0,0.5,1.0,0.26666666666666666,14
GP,f,0.6000000000000001,R,GT3,T,0.5,0.25,other,other,reputation,mother,0.3333333333333333,0.5,0.0,no,yes,no,no,yes,no,yes,yes,0.75,0.5,1.0,0.0,0.25,0.5,0.8,10
GP,f,0.6000000000000001,U,LE3,T,0.25,0.25,other,other,home,mother,0.3333333333333333,0.5,0.0,no,yes,no,no,no,yes,no,no,0.75,0.75,0.5,0.0,0.0,0.5,0.13333333333333333,13
GP,m,0.40000000000000036,R,GT3,T,0.25,0.5,at_home,at_home,home,mother,0.0,0.5,0.0,no,yes,no,yes,no,yes,no,yes,0.5,1.0,0.25,0.5,0.25,0.0,0.13333333333333333,18
GP,f,0.6000000000000001,U,GT3,T,0.5,0.25,other,other,home,mother,0.0,0.5,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.25,1.0,0.0,0.25,0.0,0.5333333333333333,15
GP,f,0.40000000000000036,U,GT3,T,0.5,1.0,at_home,health,reputation,mother,0.3333333333333333,0.5,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.5,0.5,0.0,0.0,0.0,0.4,16
GP,f,0.40000000000000036,U,LE3,T,0.5,0.5,services,other,course,mother,0.3333333333333333,0.5,0.0,yes,yes,no,no,yes,yes,yes,yes,0.75,0.75,0.75,0.5,0.5,1.0,0.4,12
GP,f,0.6000000000000001,R,GT3,A,0.75,0.5,other,services,home,mother,0.3333333333333333,0.5,0.0,no,no,no,no,no,no,yes,yes,0.75,0.0,0.0,0.0,0.0,1.0,1.0,10
GP,m,0.6000000000000001,U,GT3,T,1.0,1.0,teacher,services,home,mother,0.3333333333333333,0.0,0.0,no,no,no,yes,yes,yes,yes,no,0.5,0.25,0.75,0.0,0.75,0.5,0.4,12
GP,f,0.40000000000000036,U,GT3,T,0.5,0.5,other,services,reputation,father,0.6666666666666667,1.0,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.25,0.5,0.0,0.0,0.0,0.5333333333333333,15
GP,m,0.6000000000000001,U,LE3,T,1.0,0.75,teacher,services,course,mother,0.3333333333333333,0.0,0.0,no,no,no,yes,yes,yes,yes,no,0.75,0.25,0.5,0.0,0.25,0.0,0.0,10
GP,m,0.6000000000000001,U,GT3,T,0.25,0.5,at_home,other,home,other,0.3333333333333333,0.0,0.0,no,no,no,no,no,no,yes,no,0.5,0.75,0.75,0.5,0.75,0.75,0.6666666666666666,11
GP,f,0.6000000000000001,U,GT3,T,0.25,0.25,other,other,home,mother,0.3333333333333333,0.5,0.0,yes,no,no,yes,yes,yes,yes,no,1.0,0.75,0.75,0.0,0.0,0.75,0.0,13
GP,f,0.40000000000000036,U,GT3,T,0.5,0.5,other,other,course,mother,0.0,0.5,0.0,no,yes,no,no,no,yes,yes,no,1.0,0.75,1.0,0.0,0.25,1.0,0.8,14
GP,f,0.6000000000000001,U,GT3,T,0.5,0.25,other,other,reputation,mother,0.3333333333333333,0.5,0.0,no,no,no,yes,yes,yes,yes,yes,0.75,0.5,0.0,0.0,0.0,1.0,0.6666666666666666,14
GP,m,0.40000000000000036,U,GT3,T,0.25,0.25,other,other,reputation,father,0.0,0.5,0.0,no,no,no,no,no,yes,yes,no,0.75,0.5,0.5,0.0,0.25,0.75,0.0,12
GP,f,0.6000000000000001,U,GT3,T,0.5,0.5,at_home,at_home,other,mother,0.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.25,0.25,0.0,18
GP,f,0.40000000000000036,U,GT3,T,0.25,0.25,services,teacher,reputation,mother,0.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,0.75,0.5,0.5,0.0,0.0,0.5,0.0,14
GP,m,0.6000000000000001,U,GT3,T,0.5,0.25,services,services,reputation,mother,0.0,1.0,0.0,no,no,no,yes,yes,yes,yes,no,0.75,0.25,0.75,0.0,0.5,0.25,0.0,15
GP,m,0.6000000000000001,U,LE3,A,1.0,1.0,teacher,teacher,reputation,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,1.0,0.75,0.5,0.0,0.0,0.25,0.0,17
GP,m,0.6000000000000001,U,GT3,T,1.0,0.5,teacher,other,home,mother,0.0,0.5,0.0,no,yes,no,yes,yes,yes,yes,yes,0.75,0.5,0.25,0.0,0.75,1.0,0.13333333333333333,16
GP,f,0.40000000000000036,U,GT3,T,1.0,0.75,health,services,reputation,mother,0.0,1.0,0.0,no,yes,no,no,yes,yes,yes,no,0.75,0.25,0.25,0.0,0.25,0.5,0.0,18
GP,m,0.6000000000000001,R,LE3,T,0.75,0.5,services,other,reputation,mother,0.3333333333333333,1.0,0.0,no,yes,no,yes,yes,yes,yes,no,1.0,0.75,0.25,0.0,0.0,0.75,0.0,15
GP,m,0.40000000000000036,U,GT3,T,0.75,0.75,health,other,home,mother,0.0,0.0,0.0,no,yes,no,no,yes,yes,yes,no,0.75,0.75,0.5,0.0,0.5,1.0,0.0,15
GP,f,0.8000000000000003,U,GT3,T,1.0,1.0,health,other,reputation,other,0.3333333333333333,0.5,0.0,no,yes,no,yes,yes,yes,yes,no,0.25,0.5,0.75,0.5,0.5,0.25,0.13333333333333333,13
GP,f,0.6000000000000001,U,LE3,T,1.0,0.75,other,other,home,other,0.3333333333333333,0.5,0.0,no,yes,no,no,yes,yes,yes,yes,0.75,0.75,1.0,0.0,0.25,0.25,0.0,14
GP,m,0.6000000000000001,U,LE3,T,1.0,1.0,teacher,teacher,home,mother,0.0,0.0,0.0,no,yes,no,no,yes,yes,yes,yes,0.0,0.75,0.25,0.5,0.25,0.0,0.0,17
GP,f,0.6000000000000001,U,LE3,A,1.0,1.0,health,other,home,mother,0.0,0.5,0.0,no,yes,yes,no,yes,yes,yes,yes,0.75,0.25,0.75,0.0,0.0,0.75,0.0,15
GP,m,0.40000000000000036,U,LE3,T,1.0,1.0,other,teacher,home,father,0.3333333333333333,0.0,0.0,no,no,no,no,yes,yes,yes,no,0.75,0.0,0.0,0.5,0.25,1.0,0.0,13
